"","gid","g.lon","g.lat","CO2","PM2.5","SOx","NOx"
"412","122.94_30.59",122.94,30.59,NA,NA,NA,NA
"413","122.94_30.58",122.94,30.58,NA,NA,NA,NA
"414","122.93_30.56",122.93,30.56,NA,NA,NA,NA
"415","122.93_30.55",122.93,30.55,15.0125707562494,0.019917775653441,0.151892965679372,0.267974087318939
"416","122.92_30.55",122.92,30.55,20.2816294443187,0.0278088403836164,0.204549452156943,0.367860608960176
"417","122.92_30.54",122.92,30.54,NA,NA,NA,NA
"418","122.92_30.53",122.92,30.53,5.44784109666482,0.00733310609542858,0.0550872126387307,0.0980791596536668
"419","122.91_30.52",122.91,30.52,13.0980548695633,0.0169366592756303,0.139396351718365,0.231329312297845
"420","122.45_29.77",122.45,29.77,NA,NA,NA,NA
"421","122.44_29.74",122.44,29.74,NA,NA,NA,NA
"422","122.44_29.73",122.44,29.73,NA,NA,NA,NA
"423","122.43_29.73",122.43,29.73,NA,NA,NA,NA
"424","122.42_29.72",122.42,29.72,NA,NA,NA,NA
"425","122.41_29.72",122.41,29.72,NA,NA,NA,NA
"426","122.4_29.72",122.4,29.72,NA,NA,NA,NA
"427","122.39_29.72",122.39,29.72,NA,NA,NA,NA
"428","122.38_29.72",122.38,29.72,NA,NA,NA,NA
"429","122.38_29.73",122.38,29.73,NA,NA,NA,NA
"430","122.18_29.83",122.18,29.83,NA,NA,NA,NA
"431","122.16_29.82",122.16,29.82,NA,NA,NA,NA
"432","122_29.77",122,29.77,NA,NA,NA,NA
"433","122.48_29.81",122.48,29.81,26.0990711694133,0.0315244069925776,0.269461799492455,0.448578624241359
"434","121.68_31.34",121.68,31.34,NA,NA,NA,NA
"435","121.67_31.34",121.67,31.34,NA,NA,NA,NA
"436","121.73_31.3",121.73,31.3,26.1311120769518,0.0324450234261335,0.251590382367994,0.455908235032823
"437","121.74_31.32",121.74,31.32,NA,NA,NA,NA
"438","121.74_31.33",121.74,31.33,NA,NA,NA,NA
"439","121.73_31.33",121.73,31.33,NA,NA,NA,NA
"440","121.73_31.34",121.73,31.34,NA,NA,NA,NA
"441","121.72_31.34",121.72,31.34,NA,NA,NA,NA
"442","121.72_31.35",121.72,31.35,NA,NA,NA,NA
"443","121.71_31.35",121.71,31.35,NA,NA,NA,NA
"444","121.7_31.35",121.7,31.35,19.5445011990657,0.0221661039520465,0.184046124865365,0.32612906425256
"445","121.7_31.36",121.7,31.36,NA,NA,NA,NA
"446","121.69_31.36",121.69,31.36,NA,NA,NA,NA
"447","121.71_31.36",121.71,31.36,NA,NA,NA,NA
"448","121.69_31.37",121.69,31.37,NA,NA,NA,NA
"449","121.7_31.37",121.7,31.37,NA,NA,NA,NA
"450","121.68_31.37",121.68,31.37,NA,NA,NA,NA
"451","122.04_29.76",122.04,29.76,NA,NA,NA,NA
"452","122.08_29.76",122.08,29.76,NA,NA,NA,NA
"453","122.16_29.8",122.16,29.8,NA,NA,NA,NA
"454","122.2_29.8",122.2,29.8,NA,NA,NA,NA
"455","122.24_29.76",122.24,29.76,NA,NA,NA,NA
"456","122.28_29.72",122.28,29.72,NA,NA,NA,NA
"457","122.32_29.72",122.32,29.72,NA,NA,NA,NA
"458","122.36_29.72",122.36,29.72,NA,NA,NA,NA
"459","122.44_29.8",122.44,29.8,267.210310143338,0.313233438390637,2.65717900120506,4.54070974669604
"460","122.48_29.8",122.48,29.8,NA,NA,NA,NA
"461","122.52_29.8",122.52,29.8,NA,NA,NA,NA
"462","122.56_29.84",122.56,29.84,NA,NA,NA,NA
"463","122.6_29.84",122.6,29.84,NA,NA,NA,NA
"464","122.64_29.84",122.64,29.84,NA,NA,NA,NA
"465","122.6_30.68",122.6,30.68,NA,NA,NA,NA
"466","122.6_30.72",122.6,30.72,NA,NA,NA,NA
"467","122.56_30.72",122.56,30.72,NA,NA,NA,NA
"468","122.56_30.76",122.56,30.76,NA,NA,NA,NA
"469","122.52_30.76",122.52,30.76,NA,NA,NA,NA
"470","122.52_30.8",122.52,30.8,NA,NA,NA,NA
"471","122.52_30.84",122.52,30.84,NA,NA,NA,NA
"472","122.52_30.88",122.52,30.88,NA,NA,NA,NA
"473","122.48_31.08",122.48,31.08,NA,NA,NA,NA
"474","122.36_31.08",122.36,31.08,NA,NA,NA,NA
"475","122.32_31.08",122.32,31.08,NA,NA,NA,NA
"476","122.28_31.08",122.28,31.08,NA,NA,NA,NA
"477","122.24_31.12",122.24,31.12,NA,NA,NA,NA
"478","122.2_31.12",122.2,31.12,NA,NA,NA,NA
"479","122.16_31.16",122.16,31.16,NA,NA,NA,NA
"480","122.12_31.16",122.12,31.16,NA,NA,NA,NA
"481","122.08_31.2",122.08,31.2,NA,NA,NA,NA
"482","122.04_31.2",122.04,31.2,NA,NA,NA,NA
"483","121.92_31.24",121.92,31.24,NA,NA,NA,NA
"484","121.88_31.24",121.88,31.24,NA,NA,NA,NA
"485","121.84_31.24",121.84,31.24,NA,NA,NA,NA
"486","121.76_31.28",121.76,31.28,NA,NA,NA,NA
"487","121.72_31.28",121.72,31.28,NA,NA,NA,NA
"488","121.64_31.32",121.64,31.32,NA,NA,NA,NA
"489","121.8_31.24",121.8,31.24,NA,NA,NA,NA
"490","122_31.2",122,31.2,NA,NA,NA,NA
"491","122.24_31.08",122.24,31.08,NA,NA,NA,NA
"492","122.88_30.52",122.88,30.52,NA,NA,NA,NA
"493","122.52_29.76",122.52,29.76,NA,NA,NA,NA
"494","122.48_29.76",122.48,29.76,NA,NA,NA,NA
"495","121.96_29.76",121.96,29.76,NA,NA,NA,NA
"496","122.52_29.84",122.52,29.84,259.961421772305,0.317418961548363,2.71851801836774,4.48982574424786
"497","122.56_31",122.56,31,NA,NA,NA,NA
"498","122.52_31.04",122.52,31.04,NA,NA,NA,NA
"499","122.52_31.08",122.52,31.08,NA,NA,NA,NA
"500","122.44_31.08",122.44,31.08,NA,NA,NA,NA
"501","122.32_31.04",122.32,31.04,NA,NA,NA,NA
"502","122.28_31.04",122.28,31.04,NA,NA,NA,NA
"503","122.2_31.04",122.2,31.04,NA,NA,NA,NA
"504","122.16_31.04",122.16,31.04,NA,NA,NA,NA
"505","122.12_31.04",122.12,31.04,NA,NA,NA,NA
"506","122.08_31.04",122.08,31.04,NA,NA,NA,NA
"507","122.04_31.04",122.04,31.04,NA,NA,NA,NA
"508","121.96_31.08",121.96,31.08,NA,NA,NA,NA
"509","121.92_31.08",121.92,31.08,NA,NA,NA,NA
"510","121.88_31.12",121.88,31.12,NA,NA,NA,NA
"511","121.84_31.12",121.84,31.12,NA,NA,NA,NA
"512","121.84_31.16",121.84,31.16,NA,NA,NA,NA
"513","121.8_31.16",121.8,31.16,NA,NA,NA,NA
"514","121.8_31.2",121.8,31.2,NA,NA,NA,NA
"515","121.76_31.2",121.76,31.2,NA,NA,NA,NA
"516","121.76_31.24",121.76,31.24,NA,NA,NA,NA
"517","121.72_31.24",121.72,31.24,NA,NA,NA,NA
"518","121.68_31.28",121.68,31.28,NA,NA,NA,NA
"519","122.44_29.72",122.44,29.72,NA,NA,NA,NA
"520","122.56_30.08",122.56,30.08,112.294476469122,0.140250399392906,1.23733700979287,1.95596878751531
"521","122.36_31",122.36,31,NA,NA,NA,NA
"522","122.4_31.08",122.4,31.08,NA,NA,NA,NA
"523","122.32_29.76",122.32,29.76,565.268177459319,0.589656227560538,4.53072721573477,9.18416936957668
"524","122.52_29.88",122.52,29.88,67.3646821047626,0.0830289978968686,0.730185491914902,1.16734015227113
"525","122.92_30.52",122.92,30.52,NA,NA,NA,NA
"526","121.68_31.36",121.68,31.36,NA,NA,NA,NA
"527","123.05_29.9",123.05,29.9,NA,NA,NA,NA
"528","123.04_29.96",123.04,29.96,NA,NA,NA,NA
"529","123.04_30.2",123.04,30.2,NA,NA,NA,NA
"530","123.03_30.33",123.03,30.33,NA,NA,NA,NA
"531","123.04_30.38",123.04,30.38,28.4913396471885,0.0416739035365558,0.300542525834732,0.534835138501149
"532","123.04_30.39",123.04,30.39,28.4681097738097,0.0417319276032454,0.305616321761948,0.534321069344891
"533","123.04_30.4",123.04,30.4,NA,NA,NA,NA
"534","123.04_30.41",123.04,30.41,29.7848244255657,0.042249437058563,0.311494498406745,0.551062897487131
"535","123.04_30.42",123.04,30.42,27.6257462521277,0.0396518677221681,0.293156313992619,0.514071416261173
"536","123.04_30.43",123.04,30.43,40.1662132779102,0.0599192782479462,0.428272876444215,0.761150605824194
"537","123.04_30.44",123.04,30.44,NA,NA,NA,NA
"538","123.05_30.53",123.05,30.53,NA,NA,NA,NA
"539","123.05_30.56",123.05,30.56,50.7055117128194,0.06871661637349,0.512108051578433,0.916993933195325
"540","123.05_30.58",123.05,30.58,57.5667994807734,0.0736877319773406,0.549037482914751,1.01689154300743
"541","123.05_30.59",123.05,30.59,NA,NA,NA,NA
"542","123.04_30.65",123.04,30.65,54.2845763103559,0.0713952896779428,0.507858769638893,0.974704850271587
"543","123.04_30.66",123.04,30.66,48.776346555048,0.0690143187901066,0.478408848539795,0.906217321409672
"544","123.04_30.67",123.04,30.67,40.6842657722146,0.059606886988098,0.412250140076683,0.766762819717794
"545","123.03_30.67",123.03,30.67,45.3397440078666,0.0601061632363788,0.455026693210945,0.814437272394623
"546","123.03_30.68",123.03,30.68,40.63805929384,0.0565831281376665,0.42103454260214,0.74681369983688
"547","123.03_30.69",123.03,30.69,43.6244708846984,0.0608141087551431,0.453496124270902,0.802802994097805
"548","123.02_30.69",123.02,30.69,29.385443647458,0.0436589013677546,0.320869390565474,0.555498691223418
"549","123.02_30.7",123.02,30.7,27.352677611462,0.0404688828568367,0.296388301107386,0.516553277826861
"550","123.02_30.71",123.02,30.71,NA,NA,NA,NA
"551","123.01_30.71",123.01,30.71,NA,NA,NA,NA
"552","123.01_30.72",123.01,30.72,47.0995504756723,0.0694055047804751,0.523449260738195,0.886442313719671
"553","123_30.73",123,30.73,58.1928350526682,0.084533108235276,0.643657504815378,1.09202161496749
"554","123_30.74",123,30.74,58.0002698830772,0.0841504474254742,0.644574241253722,1.08629190938378
"555","122.99_30.75",122.99,30.75,NA,NA,NA,NA
"556","122.99_30.76",122.99,30.76,NA,NA,NA,NA
"557","122.98_30.77",122.98,30.77,NA,NA,NA,NA
"558","122.98_30.78",122.98,30.78,NA,NA,NA,NA
"559","122.98_30.79",122.98,30.79,NA,NA,NA,NA
"560","122.96_30.82",122.96,30.82,19.6623440183956,0.0266341169603328,0.194836503315293,0.355500436498472
"561","122.96_30.83",122.96,30.83,12.7127573491431,0.0165803212075556,0.125381717120817,0.225244945067896
"562","122.96_30.84",122.96,30.84,NA,NA,NA,NA
"563","122.95_30.84",122.95,30.84,23.0610397454991,0.0299160775101493,0.229692539341451,0.408294709374337
"564","122.95_30.85",122.95,30.85,13.5495837981843,0.0181443730729575,0.143448610407251,0.242487396889866
"565","122.94_30.86",122.94,30.86,21.1333876680029,0.0276969334717607,0.215776524811573,0.374605470755781
"566","122.94_30.87",122.94,30.87,16.8924221489531,0.0234318501383205,0.188541391727988,0.306489969359207
"567","122.93_30.87",122.93,30.87,NA,NA,NA,NA
"568","122.93_30.88",122.93,30.88,23.540972186508,0.0321277881802396,0.254552844842608,0.425393207745283
"569","122.92_30.89",122.92,30.89,NA,NA,NA,NA
"570","122.92_30.9",122.92,30.9,NA,NA,NA,NA
"571","122.91_30.9",122.91,30.9,34.0099743890804,0.0461468075176753,0.362632133657743,0.614038821285835
"572","122.91_30.91",122.91,30.91,27.8691859332026,0.0382930756641577,0.30388582922787,0.50610618296859
"573","122.9_30.91",122.9,30.91,NA,NA,NA,NA
"574","122.9_30.92",122.9,30.92,NA,NA,NA,NA
"575","122.89_30.93",122.89,30.93,NA,NA,NA,NA
"576","122.89_30.94",122.89,30.94,NA,NA,NA,NA
"577","122.88_30.95",122.88,30.95,46.780572366619,0.063068022965981,0.470645714417396,0.8424589284691
"578","122.81_31.08",122.81,31.08,NA,NA,NA,NA
"579","122.8_31.09",122.8,31.09,NA,NA,NA,NA
"580","122.8_31.1",122.8,31.1,NA,NA,NA,NA
"581","122.79_31.12",122.79,31.12,NA,NA,NA,NA
"582","122.76_31.14",122.76,31.14,NA,NA,NA,NA
"583","122.74_31.13",122.74,31.13,NA,NA,NA,NA
"584","122.73_31.12",122.73,31.12,NA,NA,NA,NA
"585","122.72_31.12",122.72,31.12,NA,NA,NA,NA
"586","122.71_31.12",122.71,31.12,NA,NA,NA,NA
"587","122.7_31.12",122.7,31.12,47.2552944799322,0.0560091768277729,0.425969527929977,0.809781580582606
"588","122.68_31.11",122.68,31.11,NA,NA,NA,NA
"589","122.67_31.11",122.67,31.11,NA,NA,NA,NA
"590","122.66_31.11",122.66,31.11,NA,NA,NA,NA
"591","122.65_31.11",122.65,31.11,NA,NA,NA,NA
"592","122.64_31.11",122.64,31.11,NA,NA,NA,NA
"593","122.63_31.11",122.63,31.11,NA,NA,NA,NA
"594","122.62_31.11",122.62,31.11,NA,NA,NA,NA
"595","122.61_31.11",122.61,31.11,NA,NA,NA,NA
"596","122.6_31.11",122.6,31.11,NA,NA,NA,NA
"597","122.59_31.11",122.59,31.11,NA,NA,NA,NA
"598","122.58_31.11",122.58,31.11,NA,NA,NA,NA
"599","122.57_31.11",122.57,31.11,NA,NA,NA,NA
"600","122.56_31.11",122.56,31.11,NA,NA,NA,NA
"601","122.55_31.11",122.55,31.11,NA,NA,NA,NA
"602","122.54_31.11",122.54,31.11,NA,NA,NA,NA
"603","122.53_31.11",122.53,31.11,NA,NA,NA,NA
"604","122.52_31.11",122.52,31.11,NA,NA,NA,NA
"605","122.51_31.11",122.51,31.11,NA,NA,NA,NA
"606","122.5_31.11",122.5,31.11,NA,NA,NA,NA
"607","122.49_31.1",122.49,31.1,NA,NA,NA,NA
"608","122.48_31.1",122.48,31.1,NA,NA,NA,NA
"609","122.47_31.1",122.47,31.1,NA,NA,NA,NA
"610","122.46_31.09",122.46,31.09,NA,NA,NA,NA
"611","122.45_31.09",122.45,31.09,NA,NA,NA,NA
"612","122.44_31.09",122.44,31.09,NA,NA,NA,NA
"613","122.43_31.09",122.43,31.09,NA,NA,NA,NA
"614","122.41_31.1",122.41,31.1,NA,NA,NA,NA
"615","122.41_31.09",122.41,31.09,NA,NA,NA,NA
"616","122.4_31.09",122.4,31.09,NA,NA,NA,NA
"617","122.4_31.1",122.4,31.1,NA,NA,NA,NA
"618","122.39_31.1",122.39,31.1,NA,NA,NA,NA
"619","122.38_31.1",122.38,31.1,NA,NA,NA,NA
"620","122.37_31.1",122.37,31.1,NA,NA,NA,NA
"621","122.26_31.13",122.26,31.13,NA,NA,NA,NA
"622","122.04_31.24",122.04,31.24,NA,NA,NA,NA
"623","121.66_31.34",121.66,31.34,NA,NA,NA,NA
"624","122.34_31.09",122.34,31.09,NA,NA,NA,NA
"625","122.41_31.08",122.41,31.08,NA,NA,NA,NA
"626","122.42_31.08",122.42,31.08,NA,NA,NA,NA
"627","122.43_31.08",122.43,31.08,NA,NA,NA,NA
"628","122.45_31.08",122.45,31.08,NA,NA,NA,NA
"629","122.46_31.08",122.46,31.08,NA,NA,NA,NA
"630","122.48_31.09",122.48,31.09,NA,NA,NA,NA
"631","122.55_31.09",122.55,31.09,NA,NA,NA,NA
"632","122.57_31.09",122.57,31.09,NA,NA,NA,NA
"633","122.59_31.09",122.59,31.09,NA,NA,NA,NA
"634","122.61_31.08",122.61,31.08,NA,NA,NA,NA
"635","122.72_31.08",122.72,31.08,NA,NA,NA,NA
"636","122.74_31.09",122.74,31.09,NA,NA,NA,NA
"637","122.8_31.11",122.8,31.11,NA,NA,NA,NA
"638","122.81_31.11",122.81,31.11,NA,NA,NA,NA
"639","122.81_31.12",122.81,31.12,NA,NA,NA,NA
"640","122.82_31.12",122.82,31.12,NA,NA,NA,NA
"641","122.84_31.13",122.84,31.13,NA,NA,NA,NA
"642","122.65_31.1",122.65,31.1,NA,NA,NA,NA
"643","122.64_31.1",122.64,31.1,NA,NA,NA,NA
"644","122.54_31.1",122.54,31.1,NA,NA,NA,NA
"645","122.53_31.1",122.53,31.1,NA,NA,NA,NA
"646","122.51_31.09",122.51,31.09,NA,NA,NA,NA
"647","122.5_31.09",122.5,31.09,NA,NA,NA,NA
"648","122.49_31.09",122.49,31.09,NA,NA,NA,NA
"649","122.47_31.08",122.47,31.08,NA,NA,NA,NA
"650","122.21_31.16",122.21,31.16,NA,NA,NA,NA
"651","122.49_31.12",122.49,31.12,NA,NA,NA,NA
"652","122.48_31.12",122.48,31.12,NA,NA,NA,NA
"653","122.48_31.11",122.48,31.11,NA,NA,NA,NA
"654","121.65_31.33",121.65,31.33,NA,NA,NA,NA
"655","122.33_31.08",122.33,31.08,19.3512860262581,0.0211913637878559,0.180657189831499,0.319245278631483
"656","122.34_31.08",122.34,31.08,44.8555781540239,0.0510023109943179,0.432058019924365,0.750441598953717
"657","122.35_31.08",122.35,31.08,90.1590959214532,0.106608295270101,0.913121976346944,1.52830872646119
"658","122.37_31.08",122.37,31.08,194.13089264946,0.232207029843313,1.95035725407101,3.31337147505026
"659","122.37_31.07",122.37,31.07,19.3064496808891,0.0232188371496285,0.202916462334745,0.328900920311912
"660","122.38_31.07",122.38,31.07,26.6462204232185,0.0315744290156188,0.276323089195419,0.45100256977155
"661","122.39_31.07",122.39,31.07,28.8651259921501,0.0342858884505066,0.296188749141566,0.489810025018214
"662","122.4_31.07",122.4,31.07,46.3710976191811,0.0551275173636844,0.473337733658759,0.787242319337205
"663","122.41_31.07",122.41,31.07,62.5118645511267,0.0734874521936066,0.627867602805773,1.05764656647598
"664","122.42_31.07",122.42,31.07,NA,NA,NA,NA
"665","122.43_31.07",122.43,31.07,NA,NA,NA,NA
"666","122.43_31.06",122.43,31.06,6.02968927727897,0.00723040303306046,0.0615266107384348,0.102480582677367
"667","122.44_31.06",122.44,31.06,8.66582077255462,0.0105699313992769,0.0925641359000695,0.148416782658489
"668","122.45_31.06",122.45,31.06,10.2105080167168,0.0131111739735921,0.117742740300904,0.177921253964668
"669","122.46_31.06",122.46,31.06,17.7971871724563,0.0225392188705138,0.193259311951329,0.308981076096247
"670","122.47_31.06",122.47,31.06,18.5849405685687,0.0230023683099801,0.192791240890821,0.322289659955774
"671","122.48_31.06",122.48,31.06,24.0029042575698,0.0298038602213518,0.250963145551918,0.415451523535493
"672","123.04_30.47",123.04,30.47,NA,NA,NA,NA
"673","123.04_30.48",123.04,30.48,NA,NA,NA,NA
"674","122.86_30.9",122.86,30.9,NA,NA,NA,NA
"675","122.86_30.85",122.86,30.85,NA,NA,NA,NA
"676","122.55_31.1",122.55,31.1,NA,NA,NA,NA
"677","122.51_31.12",122.51,31.12,NA,NA,NA,NA
"678","122.5_31.12",122.5,31.12,NA,NA,NA,NA
"679","122.49_31.11",122.49,31.11,NA,NA,NA,NA
"680","122.23_31.15",122.23,31.15,NA,NA,NA,NA
"681","122.52_31.09",122.52,31.09,NA,NA,NA,NA
"682","123.03_30.61",123.03,30.61,NA,NA,NA,NA
"683","123.01_30.74",123.01,30.74,42.3417226888056,0.0639412901803865,0.481091859972352,0.805355303249561
"684","122.88_31",122.88,31,NA,NA,NA,NA
"685","122.89_30.99",122.89,30.99,34.5371666759796,0.0443818999001231,0.335167871586313,0.609288063585988
"686","122.52_31.12",122.52,31.12,NA,NA,NA,NA
"687","122.5_31.1",122.5,31.1,NA,NA,NA,NA
"688","122.23_31.13",122.23,31.13,NA,NA,NA,NA
"689","122.38_31.08",122.38,31.08,248.150221579894,0.295706764721169,2.44641315658387,4.23644054316642
"690","122.39_31.08",122.39,31.08,NA,NA,NA,NA
"691","122.5_31.08",122.5,31.08,NA,NA,NA,NA
"692","122.51_31.08",122.51,31.08,NA,NA,NA,NA
"693","122.52_31.07",122.52,31.07,NA,NA,NA,NA
"694","122.55_31.07",122.55,31.07,97.3002643861784,0.120849685073386,0.945321844108433,1.69344768930788
"695","122.56_31.07",122.56,31.07,NA,NA,NA,NA
"696","122.57_31.07",122.57,31.07,NA,NA,NA,NA
"697","122.58_31.07",122.58,31.07,NA,NA,NA,NA
"698","122.59_31.07",122.59,31.07,NA,NA,NA,NA
"699","122.6_31.07",122.6,31.07,NA,NA,NA,NA
"700","122.61_31.07",122.61,31.07,NA,NA,NA,NA
"701","122.62_31.07",122.62,31.07,NA,NA,NA,NA
"702","122.63_31.07",122.63,31.07,NA,NA,NA,NA
"703","122.65_31.07",122.65,31.07,95.2556302824398,0.124938870640398,0.958435700951445,1.6952484020882
"704","122.66_31.07",122.66,31.07,NA,NA,NA,NA
"705","122.68_31.07",122.68,31.07,NA,NA,NA,NA
"706","122.69_31.07",122.69,31.07,NA,NA,NA,NA
"707","122.7_31.07",122.7,31.07,NA,NA,NA,NA
"708","122.71_31.07",122.71,31.07,NA,NA,NA,NA
"709","122.72_31.07",122.72,31.07,NA,NA,NA,NA
"710","122.73_31.07",122.73,31.07,NA,NA,NA,NA
"711","122.73_31.08",122.73,31.08,NA,NA,NA,NA
"712","122.74_31.08",122.74,31.08,NA,NA,NA,NA
"713","122.75_31.08",122.75,31.08,NA,NA,NA,NA
"714","122.76_31.08",122.76,31.08,NA,NA,NA,NA
"715","122.77_31.08",122.77,31.08,NA,NA,NA,NA
"716","122.78_31.08",122.78,31.08,NA,NA,NA,NA
"717","122.78_31.09",122.78,31.09,NA,NA,NA,NA
"718","122.79_31.09",122.79,31.09,NA,NA,NA,NA
"719","122.81_31.1",122.81,31.1,NA,NA,NA,NA
"720","122.82_31.1",122.82,31.1,NA,NA,NA,NA
"721","122.83_31.1",122.83,31.1,NA,NA,NA,NA
"722","122.83_31.11",122.83,31.11,NA,NA,NA,NA
"723","122.84_31.11",122.84,31.11,NA,NA,NA,NA
"724","122.86_31.12",122.86,31.12,NA,NA,NA,NA
"725","122.9_31.15",122.9,31.15,NA,NA,NA,NA
"726","122.91_31.16",122.91,31.16,NA,NA,NA,NA
"727","122.92_31.16",122.92,31.16,NA,NA,NA,NA
"728","122.93_31.17",122.93,31.17,NA,NA,NA,NA
"729","123.04_31.24",123.04,31.24,NA,NA,NA,NA
"730","123.05_31.25",123.05,31.25,9.90802109080273,0.0131089945418632,0.101576352273332,0.177788083498652
"731","123.06_31.25",123.06,31.25,9.47614473139327,0.0131574186564548,0.0981385938331536,0.173262852072931
"732","123.07_31.26",123.07,31.26,NA,NA,NA,NA
"733","123.08_31.27",123.08,31.27,10.0030823844713,0.0126709668390254,0.0959053128732608,0.175785155449375
"734","123.09_31.27",123.09,31.27,NA,NA,NA,NA
"735","123.09_31.28",123.09,31.28,10.5025756505485,0.0154535510928058,0.115187354770061,0.195902219979577
"736","123.1_31.28",123.1,31.28,NA,NA,NA,NA
"737","123.11_31.28",123.11,31.28,NA,NA,NA,NA
"738","123.11_31.29",123.11,31.29,9.15621634949471,0.0147831712923285,0.108387822795756,0.177849041013568
"739","123.12_31.29",123.12,31.29,NA,NA,NA,NA
"740","123.13_31.3",123.13,31.3,NA,NA,NA,NA
"741","123.14_31.3",123.14,31.3,10.4909499858556,0.0160370801981213,0.122590614133384,0.19921165361706
"742","123.14_31.31",123.14,31.31,0.755933369448624,0.00103107404266962,0.00795285460320418,0.0137374009287294
"743","121.95_27.63",121.95,27.63,NA,NA,NA,NA
"744","121.96_27.64",121.96,27.64,NA,NA,NA,NA
"745","121.96_27.65",121.96,27.65,NA,NA,NA,NA
"746","121.97_27.66",121.97,27.66,9.71899438831142,0.0136861665326444,0.101971327568805,0.177943677024252
"747","121.98_27.66",121.98,27.66,5.15544616561602,0.0068441711487829,0.051750182310328,0.0915219277511946
"748","121.98_27.67",121.98,27.67,14.0075890133201,0.0195909264333337,0.149029084576018,0.254639377266683
"749","121.99_27.68",121.99,27.68,11.1439368972159,0.0150882617721535,0.114051911603379,0.199312972877285
"750","122_27.69",122,27.69,11.1021040465111,0.0155912429953383,0.120108094275181,0.201241439656912
"751","122_27.7",122,27.7,11.3886480952076,0.0157026283791546,0.116964158760567,0.206752696751975
"752","122.01_27.71",122.01,27.71,13.2485448598973,0.0186012266875574,0.138160305158337,0.242261496853399
"753","122.01_27.72",122.01,27.72,8.82023705110683,0.0123794943867954,0.0952340066757941,0.161199676855635
"754","122.02_27.73",122.02,27.73,NA,NA,NA,NA
"755","122.02_27.74",122.02,27.74,NA,NA,NA,NA
"756","122.03_27.75",122.03,27.75,7.91419490000337,0.0111988544646184,0.0849332528017154,0.144698810763469
"757","122.03_27.76",122.03,27.76,7.9000922297014,0.0117648574157972,0.0884185581270047,0.147493333587479
"758","122.04_27.76",122.04,27.76,NA,NA,NA,NA
"759","122.04_27.77",122.04,27.77,8.66121089262924,0.0126929477190197,0.0947128894506313,0.160577700607133
"760","122.05_27.78",122.05,27.78,8.00134255692781,0.0120234924447148,0.0881515024355283,0.150481841117302
"761","122.05_27.79",122.05,27.79,9.84380682593453,0.0142591931993977,0.108556551799303,0.181050896382646
"762","122.05_27.8",122.05,27.8,7.96948073931688,0.0118414103358158,0.0878597961937152,0.14914034395057
"763","122.06_27.81",122.06,27.81,7.53490598229345,0.0112270756267906,0.0834849057975033,0.141061332363841
"764","122.06_27.82",122.06,27.82,6.05634379155982,0.00917393094705574,0.0682859798390221,0.114348609423893
"765","122.07_27.82",122.07,27.82,9.13152568373928,0.0132085311573172,0.096345430020043,0.169064529264491
"766","122.07_27.83",122.07,27.83,NA,NA,NA,NA
"767","122.08_27.84",122.08,27.84,NA,NA,NA,NA
"768","122.08_27.85",122.08,27.85,NA,NA,NA,NA
"769","122.09_27.85",122.09,27.85,8.51480520181224,0.0126260592552754,0.0937401082198808,0.158819913681281
"770","122.09_27.87",122.09,27.87,NA,NA,NA,NA
"771","122.1_27.88",122.1,27.88,NA,NA,NA,NA
"772","122.1_27.89",122.1,27.89,NA,NA,NA,NA
"773","122.11_27.9",122.11,27.9,NA,NA,NA,NA
"774","122.11_27.91",122.11,27.91,NA,NA,NA,NA
"775","122.12_27.91",122.12,27.91,NA,NA,NA,NA
"776","122.12_27.92",122.12,27.92,NA,NA,NA,NA
"777","122.13_27.93",122.13,27.93,NA,NA,NA,NA
"778","122.13_27.94",122.13,27.94,5.16042090773934,0.00709770953396143,0.0568928101382522,0.0929960719011957
"779","122.14_27.95",122.14,27.95,NA,NA,NA,NA
"780","122.15_27.97",122.15,27.97,NA,NA,NA,NA
"781","122.15_27.98",122.15,27.98,3.70551518779234,0.00520629300588762,0.040496518903892,0.0677174047429689
"782","122.16_27.98",122.16,27.98,6.47171382450742,0.00857571188897058,0.0646962866198531,0.115427979279994
"783","122.16_27.99",122.16,27.99,2.8849741162754,0.00374291723683545,0.0288690716927329,0.051293968501567
"784","122.16_28",122.16,28,NA,NA,NA,NA
"785","122.17_28.01",122.17,28.01,NA,NA,NA,NA
"786","122.17_28.02",122.17,28.02,NA,NA,NA,NA
"787","122.18_28.04",122.18,28.04,NA,NA,NA,NA
"788","122.19_28.04",122.19,28.04,4.79873324742976,0.00667869229133927,0.052047018805448,0.0873410959544053
"789","122.19_28.05",122.19,28.05,NA,NA,NA,NA
"790","122.2_28.07",122.2,28.07,NA,NA,NA,NA
"791","122.21_28.08",122.21,28.08,NA,NA,NA,NA
"792","122.21_28.09",122.21,28.09,NA,NA,NA,NA
"793","122.22_28.1",122.22,28.1,NA,NA,NA,NA
"794","122.23_28.11",122.23,28.11,5.8853131642397,0.00884492599078989,0.064257665025993,0.111021949578115
"795","122.23_28.12",122.23,28.12,4.89112684490456,0.00648446718580975,0.0467780285962387,0.0874606787514654
