"","gid","gid","N","lon","lat"
"403","121.6541_31.338","121.6541_31.338",1134,121.6541,31.338
"404","121.653_31.3385","121.653_31.3385",2118,121.653,31.3385
"405","121.654_31.338","121.654_31.338",1464,121.654,31.338
"406","121.6541_31.3379","121.6541_31.3379",531,121.6541,31.3379
"407","121.653_31.3384","121.653_31.3384",367,121.653,31.3384
"408","121.6543_31.338","121.6543_31.338",412,121.6543,31.338
"409","121.6542_31.3381","121.6542_31.3381",491,121.6542,31.3381
"410","121.6541_31.3381","121.6541_31.3381",2299,121.6541,31.3381
"411","121.6542_31.338","121.6542_31.338",475,121.6542,31.338
"412","121.6543_31.3379","121.6543_31.3379",751,121.6543,31.3379
"413","121.6529_31.3386","121.6529_31.3386",1998,121.6529,31.3386
"414","121.653_31.3386","121.653_31.3386",6046,121.653,31.3386
"415","121.6531_31.3387","121.6531_31.3387",94,121.6531,31.3387
"416","121.6542_31.3379","121.6542_31.3379",417,121.6542,31.3379
"417","121.6529_31.3384","121.6529_31.3384",137,121.6529,31.3384
"418","121.6531_31.3385","121.6531_31.3385",1098,121.6531,31.3385
"419","121.6534_31.338","121.6534_31.338",7,121.6534,31.338
"420","121.6532_31.3382","121.6532_31.3382",85,121.6532,31.3382
"421","121.6532_31.3383","121.6532_31.3383",373,121.6532,31.3383
"422","121.654_31.3381","121.654_31.3381",7541,121.654,31.3381
"423","121.6542_31.3378","121.6542_31.3378",153,121.6542,31.3378
"424","121.6543_31.3378","121.6543_31.3378",101,121.6543,31.3378
"425","121.6568_31.3367","121.6568_31.3367",845,121.6568,31.3367
"426","121.6558_31.3373","121.6558_31.3373",834,121.6558,31.3373
"427","121.6569_31.3368","121.6569_31.3368",966,121.6569,31.3368
"428","121.6569_31.3366","121.6569_31.3366",51,121.6569,31.3366
"429","121.6569_31.3367","121.6569_31.3367",1172,121.6569,31.3367
"430","121.8636_29.9376","121.8636_29.9376",595,121.8636,29.9376
"431","121.8636_29.9377","121.8636_29.9377",256,121.8636,29.9377
"432","121.8637_29.9377","121.8637_29.9377",138,121.8637,29.9377
"433","121.8635_29.9376","121.8635_29.9376",1102,121.8635,29.9376
"434","121.8635_29.9377","121.8635_29.9377",291,121.8635,29.9377
"435","121.8635_29.9378","121.8635_29.9378",18,121.8635,29.9378
"436","121.8634_29.9377","121.8634_29.9377",72,121.8634,29.9377
"437","121.6505_31.3397","121.6505_31.3397",724,121.6505,31.3397
"438","121.6504_31.3397","121.6504_31.3397",8127,121.6504,31.3397
"439","121.6492_31.3402","121.6492_31.3402",848,121.6492,31.3402
"440","121.6504_31.3396","121.6504_31.3396",470,121.6504,31.3396
"441","121.6505_31.3396","121.6505_31.3396",525,121.6505,31.3396
"442","121.6503_31.3397","121.6503_31.3397",1633,121.6503,31.3397
"443","121.6493_31.3402","121.6493_31.3402",1299,121.6493,31.3402
"444","121.6497_31.3398","121.6497_31.3398",29,121.6497,31.3398
"445","121.6496_31.3398","121.6496_31.3398",18,121.6496,31.3398
"446","121.6487_31.3404","121.6487_31.3404",526,121.6487,31.3404
"447","121.6495_31.3406","121.6495_31.3406",8,121.6495,31.3406
"448","121.6496_31.3407","121.6496_31.3407",3,121.6496,31.3407
"449","121.6504_31.3398","121.6504_31.3398",1148,121.6504,31.3398
"450","121.6507_31.3396","121.6507_31.3396",1023,121.6507,31.3396
"451","121.6491_31.3401","121.6491_31.3401",260,121.6491,31.3401
"452","121.6503_31.3398","121.6503_31.3398",1761,121.6503,31.3398
"453","121.6492_31.3403","121.6492_31.3403",1359,121.6492,31.3403
"454","121.6495_31.34","121.6495_31.34",274,121.6495,31.34
"455","121.6492_31.3404","121.6492_31.3404",980,121.6492,31.3404
"456","121.6491_31.3404","121.6491_31.3404",736,121.6491,31.3404
"457","121.6481_31.3408","121.6481_31.3408",592,121.6481,31.3408
"458","121.6482_31.3408","121.6482_31.3408",291,121.6482,31.3408
"459","121.6493_31.3401","121.6493_31.3401",830,121.6493,31.3401
"460","121.6497_31.3402","121.6497_31.3402",343,121.6497,31.3402
"461","121.6482_31.3409","121.6482_31.3409",190,121.6482,31.3409
"462","121.6495_31.3403","121.6495_31.3403",297,121.6495,31.3403
"463","121.6483_31.3409","121.6483_31.3409",188,121.6483,31.3409
"464","121.6492_31.3401","121.6492_31.3401",649,121.6492,31.3401
"465","121.6478_31.3405","121.6478_31.3405",1,121.6478,31.3405
"466","121.6491_31.3403","121.6491_31.3403",1271,121.6491,31.3403
"467","121.6481_31.3409","121.6481_31.3409",281,121.6481,31.3409
"468","121.6491_31.3406","121.6491_31.3406",88,121.6491,31.3406
"469","121.6498_31.3396","121.6498_31.3396",10,121.6498,31.3396
"470","121.649_31.3407","121.649_31.3407",20,121.649,31.3407
"471","121.6483_31.3407","121.6483_31.3407",762,121.6483,31.3407
"472","121.6491_31.3402","121.6491_31.3402",548,121.6491,31.3402
"473","121.8654_29.937","121.8654_29.937",285,121.8654,29.937
"474","121.8654_29.9371","121.8654_29.9371",113,121.8654,29.9371
"475","121.8655_29.937","121.8655_29.937",232,121.8655,29.937
"476","121.8655_29.9371","121.8655_29.9371",20,121.8655,29.9371
"477","122.0876_30.6049","122.0876_30.6049",76,122.0876,30.6049
"478","122.0874_30.6052","122.0874_30.6052",165,122.0874,30.6052
"479","122.0875_30.6052","122.0875_30.6052",133,122.0875,30.6052
"480","122.0877_30.605","122.0877_30.605",49,122.0877,30.605
"481","122.0875_30.6051","122.0875_30.6051",589,122.0875,30.6051
"482","122.0877_30.6051","122.0877_30.6051",58,122.0877,30.6051
"483","122.0874_30.6053","122.0874_30.6053",95,122.0874,30.6053
"484","122.0875_30.605","122.0875_30.605",1151,122.0875,30.605
"485","122.0874_30.605","122.0874_30.605",615,122.0874,30.605
"486","122.0873_30.605","122.0873_30.605",283,122.0873,30.605
"487","122.0873_30.6052","122.0873_30.6052",452,122.0873,30.6052
"488","122.0876_30.605","122.0876_30.605",244,122.0876,30.605
"489","122.0875_30.6053","122.0875_30.6053",39,122.0875,30.6053
"490","122.0877_30.6052","122.0877_30.6052",11,122.0877,30.6052
"491","122.0874_30.6051","122.0874_30.6051",474,122.0874,30.6051
"492","122.0879_30.6048","122.0879_30.6048",3,122.0879,30.6048
"493","122.0876_30.6047","122.0876_30.6047",9,122.0876,30.6047
"494","122.0877_30.6044","122.0877_30.6044",1,122.0877,30.6044
"495","122.0874_30.6048","122.0874_30.6048",6,122.0874,30.6048
"496","122.0874_30.6049","122.0874_30.6049",262,122.0874,30.6049
"497","122.0875_30.6049","122.0875_30.6049",140,122.0875,30.6049
"498","122.0876_30.6052","122.0876_30.6052",31,122.0876,30.6052
"499","122.0876_30.6054","122.0876_30.6054",19,122.0876,30.6054
"500","122.0877_30.6049","122.0877_30.6049",23,122.0877,30.6049
"501","122.0875_30.6054","122.0875_30.6054",28,122.0875,30.6054
"502","122.0873_30.6051","122.0873_30.6051",881,122.0873,30.6051
"503","122.0873_30.6054","122.0873_30.6054",46,122.0873,30.6054
"504","122.0873_30.6053","122.0873_30.6053",108,122.0873,30.6053
"505","122.0876_30.6051","122.0876_30.6051",120,122.0876,30.6051
"506","122.0872_30.6049","122.0872_30.6049",17,122.0872,30.6049
"507","122.0877_30.6048","122.0877_30.6048",71,122.0877,30.6048
"508","121.6707_31.329","121.6707_31.329",6360,121.6707,31.329
"509","121.6707_31.3289","121.6707_31.3289",3419,121.6707,31.3289
"510","121.6706_31.329","121.6706_31.329",2795,121.6706,31.329
"511","121.6704_31.3293","121.6704_31.3293",195,121.6704,31.3293
"512","121.6708_31.329","121.6708_31.329",2383,121.6708,31.329
"513","121.6708_31.3289","121.6708_31.3289",1655,121.6708,31.3289
"514","121.6707_31.3292","121.6707_31.3292",594,121.6707,31.3292
"515","121.6707_31.3291","121.6707_31.3291",2168,121.6707,31.3291
"516","121.6706_31.3289","121.6706_31.3289",460,121.6706,31.3289
"517","121.6705_31.329","121.6705_31.329",426,121.6705,31.329
"518","121.6705_31.3287","121.6705_31.3287",5,121.6705,31.3287
"519","121.6708_31.3291","121.6708_31.3291",710,121.6708,31.3291
"520","121.6706_31.3291","121.6706_31.3291",1289,121.6706,31.3291
"521","121.6709_31.3291","121.6709_31.3291",184,121.6709,31.3291
"522","121.6707_31.3294","121.6707_31.3294",22,121.6707,31.3294
"523","121.6707_31.3293","121.6707_31.3293",174,121.6707,31.3293
"524","121.6709_31.329","121.6709_31.329",327,121.6709,31.329
"525","121.6647_31.3325","121.6647_31.3325",380,121.6647,31.3325
"526","121.6648_31.3324","121.6648_31.3324",340,121.6648,31.3324
"527","121.6648_31.3325","121.6648_31.3325",491,121.6648,31.3325
"528","121.6648_31.3326","121.6648_31.3326",375,121.6648,31.3326
"529","121.6649_31.3324","121.6649_31.3324",561,121.6649,31.3324
"530","121.6647_31.3324","121.6647_31.3324",132,121.6647,31.3324
"531","121.6646_31.3323","121.6646_31.3323",7,121.6646,31.3323
"532","121.6645_31.3324","121.6645_31.3324",16,121.6645,31.3324
"533","121.6649_31.3325","121.6649_31.3325",143,121.6649,31.3325
"534","121.6649_31.3323","121.6649_31.3323",262,121.6649,31.3323
"535","121.6646_31.3326","121.6646_31.3326",479,121.6646,31.3326
"536","121.6647_31.3326","121.6647_31.3326",331,121.6647,31.3326
"537","121.6706_31.3292","121.6706_31.3292",583,121.6706,31.3292
"538","121.6705_31.3291","121.6705_31.3291",592,121.6705,31.3291
"539","121.8634_29.9376","121.8634_29.9376",953,121.8634,29.9376
"540","121.8715_29.9349","121.8715_29.9349",727,121.8715,29.9349
"541","121.8715_29.9348","121.8715_29.9348",56,121.8715,29.9348
"542","121.8716_29.9349","121.8716_29.9349",110,121.8716,29.9349
"543","121.666_31.3318","121.666_31.3318",1735,121.666,31.3318
"544","121.6661_31.3318","121.6661_31.3318",1970,121.6661,31.3318
"545","121.6659_31.3318","121.6659_31.3318",1081,121.6659,31.3318
"546","121.666_31.3316","121.666_31.3316",971,121.666,31.3316
"547","121.8685_29.936","121.8685_29.936",1038,121.8685,29.936
"548","121.8684_29.9359","121.8684_29.9359",272,121.8684,29.9359
"549","121.8684_29.936","121.8684_29.936",339,121.8684,29.936
"550","121.8685_29.9359","121.8685_29.9359",468,121.8685,29.9359
"551","121.8685_29.9358","121.8685_29.9358",54,121.8685,29.9358
"552","121.6658_31.3319","121.6658_31.3319",1691,121.6658,31.3319
"553","121.6659_31.3319","121.6659_31.3319",1188,121.6659,31.3319
"554","121.666_31.332","121.666_31.332",670,121.666,31.332
"555","121.6659_31.332","121.6659_31.332",445,121.6659,31.332
"556","121.6658_31.3318","121.6658_31.3318",1254,121.6658,31.3318
"557","121.6656_31.3319","121.6656_31.3319",519,121.6656,31.3319
"558","121.8661_29.9367","121.8661_29.9367",105,121.8661,29.9367
"559","121.866_29.9367","121.866_29.9367",92,121.866,29.9367
"560","121.866_29.9368","121.866_29.9368",516,121.866,29.9368
"561","121.8661_29.9366","121.8661_29.9366",12,121.8661,29.9366
"562","121.866_29.9366","121.866_29.9366",3,121.866,29.9366
"563","121.8659_29.9366","121.8659_29.9366",16,121.8659,29.9366
"564","121.8662_29.9367","121.8662_29.9367",208,121.8662,29.9367
"565","121.6598_31.3354","121.6598_31.3354",499,121.6598,31.3354
"566","121.6598_31.3353","121.6598_31.3353",1602,121.6598,31.3353
"567","121.6597_31.3353","121.6597_31.3353",843,121.6597,31.3353
"568","121.6596_31.3355","121.6596_31.3355",34,121.6596,31.3355
"569","121.6599_31.3353","121.6599_31.3353",807,121.6599,31.3353
"570","121.6597_31.3354","121.6597_31.3354",347,121.6597,31.3354
"571","121.6598_31.3352","121.6598_31.3352",554,121.6598,31.3352
"572","121.6599_31.3354","121.6599_31.3354",315,121.6599,31.3354
"573","121.6596_31.3353","121.6596_31.3353",139,121.6596,31.3353
"574","121.6595_31.3351","121.6595_31.3351",5,121.6595,31.3351
"575","121.6595_31.335","121.6595_31.335",7,121.6595,31.335
"576","121.6599_31.3352","121.6599_31.3352",966,121.6599,31.3352
"577","121.6596_31.3354","121.6596_31.3354",108,121.6596,31.3354
"578","121.6597_31.3355","121.6597_31.3355",44,121.6597,31.3355
"579","121.6595_31.3355","121.6595_31.3355",6,121.6595,31.3355
"580","121.6598_31.3355","121.6598_31.3355",78,121.6598,31.3355
"581","121.8652_29.937","121.8652_29.937",122,121.8652,29.937
"582","121.8652_29.9371","121.8652_29.9371",528,121.8652,29.9371
"583","121.8651_29.9371","121.8651_29.9371",318,121.8651,29.9371
"584","121.8652_29.9374","121.8652_29.9374",5,121.8652,29.9374
"585","121.8652_29.9369","121.8652_29.9369",19,121.8652,29.9369
"586","121.8653_29.937","121.8653_29.937",253,121.8653,29.937
"587","121.8653_29.9369","121.8653_29.9369",26,121.8653,29.9369
"588","121.8651_29.937","121.8651_29.937",190,121.8651,29.937
"589","121.6639_31.3329","121.6639_31.3329",269,121.6639,31.3329
"590","121.6638_31.3329","121.6638_31.3329",371,121.6638,31.3329
"591","121.6639_31.333","121.6639_31.333",526,121.6639,31.333
"592","121.6638_31.333","121.6638_31.333",373,121.6638,31.333
"593","121.6639_31.3328","121.6639_31.3328",84,121.6639,31.3328
"594","121.664_31.3329","121.664_31.3329",176,121.664,31.3329
"595","121.664_31.333","121.664_31.333",609,121.664,31.333
"596","121.664_31.3334","121.664_31.3334",2,121.664,31.3334
"597","121.6637_31.333","121.6637_31.333",347,121.6637,31.333
"598","121.664_31.3327","121.664_31.3327",19,121.664,31.3327
"599","121.664_31.3328","121.664_31.3328",206,121.664,31.3328
"600","121.6641_31.3327","121.6641_31.3327",190,121.6641,31.3327
"601","121.6637_31.3331","121.6637_31.3331",457,121.6637,31.3331
"602","121.6642_31.3329","121.6642_31.3329",251,121.6642,31.3329
"603","121.6641_31.333","121.6641_31.333",236,121.6641,31.333
"604","121.6641_31.3326","121.6641_31.3326",11,121.6641,31.3326
"605","121.6721_31.3282","121.6721_31.3282",2391,121.6721,31.3282
"606","121.6721_31.3281","121.6721_31.3281",5920,121.6721,31.3281
"607","121.672_31.3282","121.672_31.3282",1559,121.672,31.3282
"608","121.672_31.3281","121.672_31.3281",3708,121.672,31.3281
"609","121.6722_31.328","121.6722_31.328",1604,121.6722,31.328
"610","121.672_31.3283","121.672_31.3283",697,121.672,31.3283
"611","121.6721_31.328","121.6721_31.328",1999,121.6721,31.328
"612","121.6722_31.3281","121.6722_31.3281",3388,121.6722,31.3281
"613","121.6723_31.328","121.6723_31.328",357,121.6723,31.328
"614","121.6719_31.3281","121.6719_31.3281",401,121.6719,31.3281
"615","121.6722_31.3282","121.6722_31.3282",532,121.6722,31.3282
"616","121.6719_31.328","121.6719_31.328",64,121.6719,31.328
"617","121.6718_31.3285","121.6718_31.3285",236,121.6718,31.3285
"618","121.865_29.9371","121.865_29.9371",129,121.865,29.9371
"619","121.8649_29.9371","121.8649_29.9371",67,121.8649,29.9371
"620","121.8649_29.9372","121.8649_29.9372",297,121.8649,29.9372
"621","121.8701_29.9354","121.8701_29.9354",114,121.8701,29.9354
"622","121.8702_29.9354","121.8702_29.9354",117,121.8702,29.9354
"623","121.8701_29.9353","121.8701_29.9353",188,121.8701,29.9353
"624","121.8702_29.9353","121.8702_29.9353",44,121.8702,29.9353
"625","121.6743_31.3266","121.6743_31.3266",898,121.6743,31.3266
"626","121.6744_31.3266","121.6744_31.3266",1030,121.6744,31.3266
"627","121.6743_31.3267","121.6743_31.3267",492,121.6743,31.3267
"628","121.6742_31.3264","121.6742_31.3264",2,121.6742,31.3264
"629","121.6744_31.3267","121.6744_31.3267",1250,121.6744,31.3267
"630","121.6745_31.3266","121.6745_31.3266",720,121.6745,31.3266
"631","121.6746_31.3265","121.6746_31.3265",198,121.6746,31.3265
"632","121.6745_31.3265","121.6745_31.3265",484,121.6745,31.3265
"633","121.6742_31.3267","121.6742_31.3267",64,121.6742,31.3267
"634","121.6743_31.3265","121.6743_31.3265",28,121.6743,31.3265
"635","121.6745_31.3267","121.6745_31.3267",279,121.6745,31.3267
"636","121.6744_31.3269","121.6744_31.3269",39,121.6744,31.3269
"637","121.6744_31.3265","121.6744_31.3265",148,121.6744,31.3265
"638","121.6742_31.3265","121.6742_31.3265",7,121.6742,31.3265
"639","121.6744_31.3264","121.6744_31.3264",8,121.6744,31.3264
"640","121.6742_31.3266","121.6742_31.3266",18,121.6742,31.3266
"641","121.6743_31.3263","121.6743_31.3263",4,121.6743,31.3263
"642","121.6679_31.3307","121.6679_31.3307",3127,121.6679,31.3307
"643","121.6678_31.3307","121.6678_31.3307",2667,121.6678,31.3307
"644","121.6678_31.3308","121.6678_31.3308",2589,121.6678,31.3308
"645","121.6679_31.3308","121.6679_31.3308",1099,121.6679,31.3308
"646","121.6675_31.3308","121.6675_31.3308",497,121.6675,31.3308
"647","121.6677_31.3307","121.6677_31.3307",1115,121.6677,31.3307
"648","121.6678_31.3309","121.6678_31.3309",1493,121.6678,31.3309
"649","121.6677_31.3309","121.6677_31.3309",1502,121.6677,31.3309
"650","121.6677_31.3308","121.6677_31.3308",1957,121.6677,31.3308
"651","121.6675_31.3307","121.6675_31.3307",107,121.6675,31.3307
"652","121.6679_31.3306","121.6679_31.3306",1247,121.6679,31.3306
"653","121.6678_31.3305","121.6678_31.3305",96,121.6678,31.3305
"654","121.6678_31.3306","121.6678_31.3306",1172,121.6678,31.3306
"655","121.6677_31.3305","121.6677_31.3305",14,121.6677,31.3305
"656","121.6729_31.3275","121.6729_31.3275",3511,121.6729,31.3275
"657","121.673_31.3275","121.673_31.3275",3229,121.673,31.3275
"658","121.6729_31.3276","121.6729_31.3276",3525,121.6729,31.3276
"659","121.673_31.3274","121.673_31.3274",798,121.673,31.3274
"660","121.6731_31.3276","121.6731_31.3276",1339,121.6731,31.3276
"661","121.6731_31.3274","121.6731_31.3274",1676,121.6731,31.3274
"662","121.6738_31.3276","121.6738_31.3276",2,121.6738,31.3276
"663","121.6724_31.3274","121.6724_31.3274",2,121.6724,31.3274
"664","121.6732_31.3276","121.6732_31.3276",468,121.6732,31.3276
"665","121.6732_31.3275","121.6732_31.3275",390,121.6732,31.3275
"666","121.6727_31.3274","121.6727_31.3274",61,121.6727,31.3274
"667","121.6728_31.3274","121.6728_31.3274",278,121.6728,31.3274
"668","121.6728_31.3275","121.6728_31.3275",380,121.6728,31.3275
"669","121.6729_31.3274","121.6729_31.3274",1127,121.6729,31.3274
"670","121.6733_31.3274","121.6733_31.3274",286,121.6733,31.3274
"671","121.6728_31.3276","121.6728_31.3276",605,121.6728,31.3276
"672","121.8675_29.9362","121.8675_29.9362",102,121.8675,29.9362
"673","121.8674_29.9362","121.8674_29.9362",90,121.8674,29.9362
"674","121.8674_29.9364","121.8674_29.9364",288,121.8674,29.9364
"675","121.8674_29.9363","121.8674_29.9363",478,121.8674,29.9363
"676","121.8675_29.9363","121.8675_29.9363",772,121.8675,29.9363
"677","121.6633_31.3334","121.6633_31.3334",1809,121.6633,31.3334
"678","121.6632_31.3334","121.6632_31.3334",1607,121.6632,31.3334
"679","121.6633_31.3333","121.6633_31.3333",2069,121.6633,31.3333
"680","121.6632_31.3335","121.6632_31.3335",3562,121.6632,31.3335
"681","121.663_31.3335","121.663_31.3335",3263,121.663,31.3335
"682","121.6633_31.3335","121.6633_31.3335",3990,121.6633,31.3335
"683","121.8645_29.9373","121.8645_29.9373",602,121.8645,29.9373
"684","121.8644_29.9373","121.8644_29.9373",469,121.8644,29.9373
"685","121.8645_29.9372","121.8645_29.9372",362,121.8645,29.9372
"686","121.8644_29.9372","121.8644_29.9372",527,121.8644,29.9372
"687","122.0637_29.8898","122.0637_29.8898",86,122.0637,29.8898
"688","122.0638_29.8898","122.0638_29.8898",23,122.0638,29.8898
"689","122.0637_29.8899","122.0637_29.8899",27,122.0637,29.8899
"690","122.0637_29.8897","122.0637_29.8897",74,122.0637,29.8897
"691","122.0638_29.8897","122.0638_29.8897",12,122.0638,29.8897
"692","121.6683_31.3304","121.6683_31.3304",546,121.6683,31.3304
"693","121.6682_31.3304","121.6682_31.3304",52,121.6682,31.3304
"694","121.6684_31.3303","121.6684_31.3303",213,121.6684,31.3303
"695","121.6684_31.3305","121.6684_31.3305",169,121.6684,31.3305
"696","121.6684_31.3304","121.6684_31.3304",458,121.6684,31.3304
"697","121.6684_31.3302","121.6684_31.3302",58,121.6684,31.3302
"698","121.6685_31.3304","121.6685_31.3304",669,121.6685,31.3304
"699","121.6683_31.3305","121.6683_31.3305",87,121.6683,31.3305
"700","121.6683_31.3303","121.6683_31.3303",235,121.6683,31.3303
"701","121.6683_31.3302","121.6683_31.3302",18,121.6683,31.3302
"702","121.6682_31.3303","121.6682_31.3303",50,121.6682,31.3303
"703","121.6638_31.3331","121.6638_31.3331",391,121.6638,31.3331
